task,candidate_kind,candidate_id,native_verdict,securebench_verdict,agree,sha256,recorded_in_test_verdict,native_reward,native_error,securebench_status,securebench_source,securebench_error
terminal-bench/hf-model-inference,malicious,test_live_semantic_and_malicious_service_mutants_fail#5,fail,fail,yes,3d23ccbd087100730162fe32ff21befbcf2a4bf834948c3a00ec32811bc3f926,failed,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,malicious,test_live_semantic_and_malicious_service_mutants_fail#2,fail,fail,yes,532e6dc8f60fff903cb4a4ed88a1d3aed4f015ad3615136e435fbf4174dc154f,failed,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,malicious,test_live_semantic_and_malicious_service_mutants_fail#3,fail,fail,yes,8163cde0ee7f604652147cc8eb5a7c74a42b15f8f6bb2ebd387bde3b3281ccaa,failed,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,base,test_base_image_fails_stopped_candidate_capture[hf-model-inference]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,malicious,test_live_semantic_and_malicious_service_mutants_fail#4,fail,fail,yes,899019e93b9250f51f8d1875a08e35e636fa7772e852d8bed9b8974e7428a51c,failed,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,malicious,test_live_semantic_and_malicious_service_mutants_fail#1,fail,fail,yes,8c9852eabc11075a8afd564813ef659680a6b2834a5f4a157ecdedc1373a3eda,failed,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-hf-model-inference]#1,fail,fail,yes,b957c0690cdaaf044bf60d2f75183e0c3854227261a675a1b33d8a967a513448,,0.0,,failed,command-replay,
terminal-bench/hf-model-inference,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-hf-model-inference]#1,fail,fail,yes,c96febbf27e22396a667b7650a92170580e8caba3b9d5899b3abb30bcc24dc78,,0.0,,failed,command-replay,
terminal-bench/kv-store-grpc,malicious,test_proto_claiming_different_field_numbers_than_its_own_bindings_fails#1,fail,fail,yes,0aaeca773191a5c6a1565b7e238a3c3c90d6b704cd3a426acc355f968a2fd41f,failed,0.0,,failed,host-capture,
terminal-bench/kv-store-grpc,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-kv-store-grpc]#1,fail,fail,yes,19eefb866a37b83e06436c35f7785c17c9fc70aab8295bc0fc4b913a9c35d7aa,,0.0,,capture_rejected:CandidateCaptureError,host-capture,
terminal-bench/kv-store-grpc,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-kv-store-grpc]#1,fail,fail,yes,3af2b71d72a92adb4afd446b31d5e9fc503d08def03751895ce39082f54e8e81,,0.0,,failed,command-replay,
terminal-bench/kv-store-grpc,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-kv-store-grpc]#1,fail,fail,yes,3d67de1d34755404e5a4e39a773aa0d06315a27621d3174985a9f0a81adec59c,,0.0,,failed,command-replay,
terminal-bench/kv-store-grpc,reference,test_alternate_field_numbers_and_package_proto_passes#1,fail,pass,no,4810d26386af4f0029b355d1854e4ecaec36756b009d600c542791be3f7f62b7,passed,0.0,,passed,host-capture,
terminal-bench/kv-store-grpc,base,test_base_image_fails_stopped_candidate_capture[kv-store-grpc]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/kv-store-grpc,mutant,test_live_state_and_protocol_mutants_fail#3,fail,fail,yes,b62a05cc8904cbc24fa25cf3e039e45b02142013a5bd2b7e9cfb3c7a486a2cde,failed,0.0,,failed,host-capture,
terminal-bench/kv-store-grpc,mutant,test_live_state_and_protocol_mutants_fail#2,fail,fail,yes,b9b9e5f31e9c79c0dbc6500649675abec006b665ec61cb19776d576d3a291315,failed,0.0,,failed,host-capture,
terminal-bench/kv-store-grpc,reference,test_reference_passes_three_fresh_networkless_evaluations#1,fail,pass,no,de9158c15ca4b5ee3c383cf3b5e41ac152d85386b8e6751eb7f44a790df4f0cb,passed,0.0,,passed,host-capture,
terminal-bench/kv-store-grpc,mutant,test_live_state_and_protocol_mutants_fail#1,fail,fail,yes,e6ea7a075341ca47e3d7761a6a9f8523b1fa3e77ec151f940fb02187914c919b,failed,0.0,,failed,host-capture,
terminal-bench/kv-store-grpc,mutant,test_live_state_and_protocol_mutants_fail#4,fail,fail,yes,eef8fa95709c3783f016250676344d98ddbe3c3a008198a6e9c00fcd6a8411a0,failed,0.0,,failed,host-capture,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[reordered]#1,fail,fail,yes,0e6e7f00528b1082f1bb494ba3dc5112ca224f50f71a1c212003b979fc62b100,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malformed_and_forged_artifacts_fail[forged_verdict_object]#1,fail,fail,yes,0fdc19090cc0744bb6f7cade57984ec9f33800d79510465e54e600ac7829a548,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malformed_and_forged_artifacts_fail[invalid_utf8]#1,fail,fail,yes,13a9f0531f025945ea717b23f6739fa307fc90829beb3c7345031e2df43f0eeb,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[float_formatted_count]#1,fail,fail,yes,15dd4b6b4d48adbe6a86bf2d293b03af77095e0a5c9ddce6331f500017bb01e7,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malformed_and_forged_artifacts_fail[nul_byte]#1,fail,fail,yes,1dc36b1fd9b4996bcbf8ea39f6459291de6c161a1d7a5644df9711e732365180,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,fail,fail,yes,22e7805ad165bb94a78da417b053a73f4a25c8373a51519f9e86cde3197ec0ae,,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,base,test_pinned_image_ships_the_public_log_corpus#1,fail,fail,yes,28675b002a466a78e3b29d4a0958d2a05013014b4d3746bfb87468621c583d1f,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malformed_and_forged_artifacts_fail[ragged_rows]#1,fail,fail,yes,2a3b98a75aea5319c4d15f8b4be83b2535bbc96f4e8eb844e22ebfc93a91dac6,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malformed_and_forged_artifacts_fail[wrong_header_name]#1,fail,fail,yes,34297630dccb2bd7a8229e102afe172d104860b872e0a19aee531c79b3eb7ab0,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[off_by_one_count]#1,fail,fail,yes,4653a96c0b9e31f1c2646f3aea84ab0935e8853c3881184836be8998ad71a7a6,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-log-summary-date-ranges]#1,fail,fail,yes,51eda6d632606617ff1bd631e2bcc0d897e263d4f72a6f39cf35596b5fd12eca,,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,pass,pass,yes,6a97416c817f0e97abbd764696a52d4b2dbccef040856ed870207c04cf10051d,passed,1.0,,passed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-log-summary-date-ranges]#1,fail,fail,yes,74756b604e665ffcd60d3657e6b8b9ca95134ee9688131f29f14c70f35988ecf,,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink]#1,fail,fail,yes,7d2db07fe34e2e4fea3f2f2cb4fc41e698705efa4cd614ec406fb247a4163f35,,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malformed_and_forged_artifacts_fail[reordered_header]#1,fail,fail,yes,7f1251eef8e7c720899aa3ae677f78a82f0216f996bdf7dc69ca269183082a76,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,base,test_base_image_without_deliverable_is_rejected_at_capture#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[lowercased_severity]#1,fail,fail,yes,8a03a01913ff168abaeb19e6f6e6bd1cb736760bba95c27c564c942a2fe13efa,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[extra_row]#1,fail,fail,yes,aa20f2c779718575b70345718989b21a06c7b1590bfabcc69c89c3324b2fd528,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,fail,fail,yes,ba2955bd4e639a7b9b955f688b47fbf8ca159acd68f51af70e6f38a0fab36149,,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[padded_count]#1,fail,fail,yes,cabda9fd8603380444f330ddc1dbdf064f4519ceaaad1173793152ce798d0d5e,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[missing_row]#1,fail,fail,yes,d1d74e7e80d6812124a6b825af0318bef2a0530d15b8e1a0a65a2eb3b9ff2264,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,mutant,test_targeted_semantic_mutants_fail[naive_substring_severity_counter]#1,fail,fail,yes,e7f397793930775ce1ca5e290530e80fb336310eed114ea6e556762197c79a96,failed,0.0,,failed,command-replay,
terminal-bench/log-summary-date-ranges,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-log-summary-date-ranges]#1,fail,fail,yes,e818f95e8b3f636645040dba6d89a03f29bacc1410ba19b196494736051ef1c8,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_pinned_agent_capture_and_verification[wrong_peak_position]#1,fail,fail,yes,04d70ee1102cf40c7ca98f50219c75b734e3ffeb32e9ecc064b71f791b2a6e78,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[integer_valued_x0]#1,pass,pass,yes,0a8836a6abf93a9a608d4206682901c3304c4539c4d51a53133ddcf8edc0dc05,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[missing_offset]#1,fail,fail,yes,14fe37b6a6adb2c318894fa8b442b36e4dd61bcce7eb862d637946c61f48b7ac,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-raman-fitting]#1,fail,fail,yes,1bef48053cb912dcc5ea1589ecd3ce1ee4b9ea2507894f0d8c3d34fd2a1a872a,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[boolean_parameter]#1,fail,fail,yes,26092aabadad01b92400b76f62e152bd2b0cc10f0feebfbece1db7e2340ff4b8,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[2d_x0_outside_relative]#1,fail,fail,yes,29625d94554b3299da4bdf00e328f45b611050af9ec3f9b5f435974529c99594,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malformed_and_forged_artifacts_fail[forged_verdict]#1,fail,fail,yes,2b7215b5269253f0cb3cc3ced4c547380a51c767aba5c152d95d1ce9417e256a,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[g_x0_within_absolute_window]#1,pass,pass,yes,4bb67c23e75da24654c21ace310465bebf0362c0761f591f8ebf9ba3359658b1,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[peaks_swapped]#1,fail,fail,yes,502a102982b54e22a71555b12782de2cda5f2cc52c7bcded0b10ac8213bc5575,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malformed_and_forged_artifacts_fail[root_array]#1,fail,fail,yes,50d0cc0b9e34ca61de82aca95a3bdfc5caca1b3c92b22fea88ffe9a3068b49dd,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[amplitude_outside]#1,fail,fail,yes,57c067f5d42382b1d022e87389091581f7854a5068b339fe30625f2999c1a143,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,fail,fail,yes,59652a8bb1e919c3ad3b8fb9857658dbb09dac97bdb364c29ecc468d4a7a5515,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[stringified]#1,fail,fail,yes,5acacfbce62a06a08c345abf6c32dc84e2dc420f75e886f58d2c8122e69f034a,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malformed_and_forged_artifacts_fail[duplicate_key]#1,fail,fail,yes,71cf5aac8794ce79feee3676455a9a59106fa65aa8f7232e85c7db03fe2dcd13,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[g_gamma_outside]#1,fail,fail,yes,7b51160a48e24d6130aea46da6ea718447a7fddefc80b0a97ac921548ddcb038,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[extra_peak_key]#1,pass,pass,yes,82a976b2c560971bb1bd06163ecda84259a90f9526a02b285c363d31e72e1b43,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,base,test_base_image_without_deliverable_is_rejected_at_capture#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-raman-fitting]#1,fail,fail,yes,877a09ea0cd8d413be849ca3753535c566bd4d733edac3c9f82bd310cad5a0eb,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[g_x0_just_outside]#1,fail,fail,yes,8b7c797f13843161c5bfa6e4f9ba0b5816c1724b76e2e3c08744df8686914cdb,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,pass,pass,yes,9eca4b177863834d6cd880b28d05080ec636da45a622e8697ce6996c7e9b0cd1,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[extra_top_level_key]#1,pass,pass,yes,a45237ba05400f4c001e6104b1ae9cd23979d3e861d14c9e309de2830eb5e09d,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[offset_outside]#1,fail,fail,yes,b02d65dd6523e0ab4e7d1415e7f39b86a05b93df73506f0dc29c148759792195,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink]#1,fail,fail,yes,b25d6c1906c604a45f97baf1da9bf8c2f74438d931037ab994759fc69fd8f529,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malformed_and_forged_artifacts_fail[infinity_literal]#1,fail,fail,yes,b98d4d55b81e6a22132b0993fa60f77d668bcc4e76edfe072bd0956cfcc8c831,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[amplitude_within_relative_window]#1,pass,pass,yes,cc841ec86b38e7945201f86c6957bf13ae1807eab6aa7301c989b5a617339495,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-raman-fitting]#1,fail,fail,yes,cdef92247279b6613399eb765684e91a07c039865bff2edac541e0ec1048345c,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malformed_and_forged_artifacts_fail[malformed_json]#1,fail,fail,yes,d558bb9c134395777027a825c24456cf081fd05734da96e41bf4f09346a91cf1,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,malicious,test_malformed_and_forged_artifacts_fail[invalid_utf8]#1,fail,fail,yes,dc14d6f7d5fc7c2924190b3e44d4db2db5629f39c39a129b722966e491365aba,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,mutant,test_targeted_semantic_mutants_fail[missing_2d_peak]#1,fail,fail,yes,dcb0b074060a033ff602cb6f0b081b878d50cf102df52e7acdcb4dcd5a91ed17,failed,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[offset_within_relative_window]#1,pass,pass,yes,ec77dba83672b4c7cd7dbd2065858297c16e12b29436765ebab80970ffe7405e,passed,1.0,,passed,command-replay,
terminal-bench/raman-fitting,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,fail,fail,yes,eebef48e2916a032cb81721ebd415ce4fd9057394449b846ba2b357880c7408a,,0.0,,failed,command-replay,
terminal-bench/raman-fitting,reference,test_source_tolerances_and_unscored_fields_are_preserved[g_gamma_within_window]#1,pass,pass,yes,fccfb71a149fdb636cb8846e7cae4d3aaec2356eb6d137dddce85fbc8c6d5cdf,passed,1.0,,passed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[two_trailing_newlines]#1,fail,fail,yes,0aac52351cac415cd6eec0c05cecc89dfe46f887fa6f66a02b339a8f9988513c,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[second_line]#1,fail,fail,yes,1114a5283a94cf6f24734768278376a40179780406033fa5ac272fee3085f94e,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[non_nucleotide_character]#1,fail,fail,yes,176b96c994e6732423c9cb6090b7039be8abcd7cebfbcd38ddbe0c5452d2ba21,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[leading_blank_line]#1,fail,fail,yes,1a9b57865f8d97f577f043efa778e4ad73287fb05441050592539434e9eecff3,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malformed_and_forged_artifacts_fail[invalid_utf8]#1,fail,fail,yes,1dc280205f29ba2980be6d2e541e8f4ae66b79f0722d825e68430bf4d3669a56,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,pass,pass,yes,5a0b72890e00e96c73fbc32f6ccbac5d11922c3bbb6b6cb5126e7677cc8afddf,passed,1.0,,passed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[in_frame_stop_after_flag]#1,fail,fail,yes,6fcabcbfbfb8c36df3c847c028b90ea43c48021b4ed3d431abb0dbd941abced0,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malformed_and_forged_artifacts_fail[over_length_cap]#1,fail,fail,yes,75ead6f2ba3c6142fc8aeb9e4374db3e7f842bed026fe5bf18a9276d9f700c68,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-protein-assembly]#1,fail,fail,yes,7aab921c9bfada37b8bd3691ca5f2ce1f3375aa50890650df2b8ce58915af1cf,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[frame_shifted_by_one_codon]#1,fail,fail,yes,842b64734f92a008c409b38877ba713f52c2caa7d2942b90b20d8e9bfe66cf5e,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,base,test_base_image_without_deliverable_is_rejected_at_capture#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-protein-assembly]#1,fail,fail,yes,8918b89f0afa2768924b643a5a6ffabf1282779cd4d87303ef5a6ecaefb18b5b,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,reference,test_source_line_handling_is_preserved[uppercase]#1,pass,pass,yes,8bf0ff129d4dad760da9fc8c9531fd7cd4879efba1d4ca13361a4eac48a4b708,passed,1.0,,passed,command-replay,
terminal-bench/protein-assembly,base,test_targeted_semantic_mutants_fail[frame_shifted_by_one_base]#1,fail,fail,yes,a25cfd1426faf370ef1f71cec5c1d56f10e63fb44536933cc0eb934cf64071b4,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,fail,fail,yes,a5bd9787da13365aaef626b4b8213799e06b28bb787ffc14876718ea3e6a6584,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malformed_and_forged_artifacts_fail[forged_verdict]#1,fail,fail,yes,a9c9fd44ee1279c28e7e66b92152ff4e2ed268768eea11ab3324d4f7fd0f843b,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[symlink]#1,fail,fail,yes,acfb0d8704cb47ca3576f5f11d42baa60a1708d63ad6390a036eb3903fd8315a,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,reference,test_source_line_handling_is_preserved[trailing_spaces]#1,pass,pass,yes,b1f68f20a9e977a27fe7fd50ffd4453a54eaa58ba22aed8a5d0ab4c2f9aaa70b,passed,1.0,,passed,command-replay,
terminal-bench/protein-assembly,malicious,test_malformed_and_forged_artifacts_fail[nul_byte]#1,fail,fail,yes,d00635e192ca02417eb1297d72e982dc92d2cc0f91bb86c5efe4cd5633611abd,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,base,test_pinned_image_ships_the_public_design_inputs#1,fail,fail,yes,d0aadf92d1e03bdd10c5ebd80182c731f8ac1569586cce7ebbb272c3ffb9187c,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[trailing_codon]#1,fail,fail,yes,d732567aecde3fac86aab9b5fb542001bbb797ed5204478f78e536d323da8ddb,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malformed_and_forged_artifacts_fail[empty_file]#1,fail,fail,yes,e285eb630ef1fc2c2981775d6b6044e632617eef6b15aa901b725c66dd14e335,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,mutant,test_targeted_semantic_mutants_fail[leading_start_codon]#1,fail,fail,yes,e571a3834c7f19d05e49eb014f7cc13f0749a7f198ee5a9ffc958f98bbee1426,failed,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,fail,fail,yes,f74f91388a3e2f7eb5c9c8bf7bf3c67584f01ce5e50520828ea7e909134e5f5f,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-protein-assembly]#1,fail,fail,yes,fb2bb81ac89a5e92c559478fb24a4dfee8027408fb9a20627173a849c630d73d,,0.0,,failed,command-replay,
terminal-bench/protein-assembly,reference,test_source_line_handling_is_preserved[no_trailing_newline]#1,pass,pass,yes,fd50697c7ba504e025d3a3d05702a447e65df4ea2492eb5222cae8374860caca,passed,1.0,,passed,command-replay,
terminal-bench/write-compressor,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-write-compressor]#1,fail,fail,yes,134686f42915bf1aa202001687de77824f40db9402bd9695709c9355cf976cb9,,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[oversized]#1,fail,fail,yes,18dc46a14566e77cb01f25a39b19477a87ed2cc79c84d288f1a01cd223debfd8,,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_malicious_candidate_filesystem_shapes_are_rejected_at_capture[directory]#1,fail,fail,yes,1a799ba029336a4f2b4aa2644b88117d601a2403fd8e2b656190a2a3801ea624,,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_oversize_artifact_is_rejected_on_size_not_on_decode#1,fail,fail,yes,1f07328f0099d2f5f11fc544c111764ea8de421bbc156794607b9b7467afad55,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,mutant,test_targeted_semantic_mutants_fail[corrupted_first_byte]#1,fail,fail,yes,26c273929e5eea180a0c6cd29f58894be2e75d369f4fdc6027ef7545c5c82ad4,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,reference,test_trailing_byte_is_unused_matching_the_c_decoder#1,pass,pass,yes,349b6f643bdbfd207af12c899bfd318049092e1eabb181aa6da863907fe0f740,passed,1.0,,passed,command-replay,
terminal-bench/write-compressor,mutant,test_targeted_semantic_mutants_fail[corrupted_middle_byte]#1,fail,fail,yes,45345db73328e838419b312f257d431330cb74c4804e45d09d6eacca39ddd169,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,mutant,test_targeted_semantic_mutants_fail[truncated]#1,fail,fail,yes,61d21fd1262831ae4d139cf64705eab25999d8de37bffe384fa892e454a3b884,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_hostile_streams_fail_closed_without_infrastructure_error[cyclic]#1,fail,fail,yes,79feb06976f92e1035d9fa149299140ef1e876f40b02bc4bc61f76f60c919a47,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,base,test_pinned_image_ships_decomp_and_data_but_not_the_reference_compressor#1,fail,fail,yes,7bb3eef2ebf327f058bd98c5757b983fdae5fc90901b01b7678e5ad7ba48f5b4,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,base,test_base_image_without_deliverable_is_rejected_at_capture#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_hostile_streams_fail_closed_without_infrastructure_error[all_ones]#1,fail,fail,yes,8ec4514cd38048cc786743621f047278dc1dc273c34be0de86d0496be86ac95b,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,mutant,test_targeted_semantic_mutants_fail[empty_stream]#1,fail,fail,yes,96920eb071da7f2c8f0ab4af8ba7d9addc5b53d00c3cb17e48ea7d860973b82e,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-write-compressor]#1,fail,fail,yes,a1c41e186876cae019f79ad4a3157b3c2aa51e6734af56bbde664fe21a018431,,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_hostile_streams_fail_closed_without_infrastructure_error[all_zeros]#1,fail,fail,yes,a8a9d4435d05a63354dd19046129827cab44d47a4014caf5f30f4f67fdb554d7,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,mutant,test_targeted_semantic_mutants_fail[reversed_stream]#1,fail,fail,yes,b404f0d8aaa48302d91458380142b5b80106acc4ccd513f5dcdb39fff95f3ca3,failed,0.0,,failed,command-replay,
terminal-bench/write-compressor,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-write-compressor]#1,fail,fail,yes,b9a4e3f6007f5803c94c7942b4e207f0f8a1df05963c38732e88a808b7060989,,0.0,,failed,command-replay,
terminal-bench/write-compressor,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,pass,pass,yes,e0d35c574cdfd74dc83000accda3c0510a9634178d18d7d8485164a5caf342f9,passed,1.0,,passed,command-replay,
